OBJECTID,COUNTYFP20,TRACTCE20,GEOID20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Pop23,HH23,LandSqMile,PopDensity,Flag_MHI_P,Source,Comments,Date_Record_Last_Edited,Record_Last_Edited_By,Date_Data_Refers_To,MHI23,ShapeSTArea,ShapeSTLength
619,1,443103,6001443103,16687132,0,37.5270917,-121.901582,4107,1250,6.4429,637,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,26577891.19,23918.1234
620,1,430600,6001430600,2261413,0,37.7041757,-122.0969638,6786,2196,0.8731,7772,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,179605,3618851.804,9152.100551
621,1,451300,6001451300,11926523,744296,37.693093,-121.8176875,6235,2371,4.6049,1354,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,124269,20268707.07,20348.78982
622,1,421600,6001421600,1324489,0,37.8839086,-122.2560313,3896,1557,0.5114,7618,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,228547,2129774.769,9307.099063
623,1,408300,6001408300,1538310,0,37.7711961,-122.1646018,4555,1866,0.5939,7670,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,123939,2466123.131,8792.058444
624,1,450607,6001450607,4742198,0,37.6571981,-121.8877285,5430,2265,1.831,2966,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102245,7579217.546,12880.1356
625,85,513500,6085513500,1528907501,9778597,37.248099,-121.5279664,1157,291,590.3145,2,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,128438,2432185568,331160.4316
626,1,401800,6001401800,301016,0,37.8095098,-122.2982554,1816,710,0.1162,15628,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,69500,483061.3558,2913.368746
627,85,509202,6085509202,1564102,0,37.4059123,-122.0838789,3830,1592,0.6039,6342,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,197159,2483171.081,6893.107844
628,85,509302,6085509302,1053380,0,37.4092345,-122.1006445,3466,1227,0.4067,8522,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,184875,1672503.278,5466.654636
629,41,101200,6041101200,10510875,10778,38.0982747,-122.5403703,2756,1028,4.0583,679,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119762,17018406.9,17734.06245
630,41,117000,6041117000,2714841,0,37.974622,-122.5640075,4541,1889,1.0482,4332,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,160101,4376152.559,12277.89464
631,41,110100,6041110100,6836688,186928,37.9840195,-122.5112814,5463,2351,2.6397,2070,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107978,11324076.42,16842.40568
632,41,133000,6041133000,507931091,24322392,38.183609,-122.8025005,2842,1234,196.1133,14,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,126957,862539676.6,202290.7244
633,41,114100,6041114100,8083473,0,37.9758046,-122.5935768,5034,2101,3.121,1613,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,141563,13030472.84,27526.36085
634,41,124200,6041124200,10372011,7552972,37.8787769,-122.4496504,5596,2160,4.0047,1397,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,227083,28818826.37,31738.34692
635,41,114200,6041114200,4474566,0,38.0029324,-122.5996143,3134,1300,1.7276,1814,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,125714,7218235.534,18147.41044
636,41,108100,6041108100,6824224,0,38.017656,-122.5616702,6525,2543,2.6348,2476,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,146924,11013035.92,16721.74811
637,41,128100,6041128100,9260490,0,37.8716996,-122.5316069,7528,2716,3.5755,2105,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,237038,14885954.69,26982.32908
638,41,121200,6041121200,6087275,3768436,37.9424206,-122.4988472,6712,2654,2.3503,2856,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,215806,15867838.24,28288.27056
639,41,126200,6041126200,3423395,429422,37.899975,-122.5225708,4367,1835,1.3218,3304,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,187575,6198134.35,12750.67015
640,41,110200,6041110200,9423311,3907484,37.985633,-122.474165,5094,2059,3.6384,1400,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,214904,21494040.85,23623.88509
641,41,113000,6041113000,25374581,0,38.0139328,-122.6665068,4009,1678,9.7972,409,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,142203,40945737.96,45856.2578
642,1,400400,6001400400,716138,0,37.848284,-122.2574447,4395,1803,0.2765,15895,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,159612,1150443.135,4819.040646
643,73,21302,6073021302,377663943,4543821,32.6637755,-116.781851,6735,1454,145.8169,46,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,127074,540852528.4,140190.3129
644,73,9504,6073009504,59066872,6803,32.9019274,-117.0284232,6178,2284,22.8058,271,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,84025137.28,57447.65384
645,73,19205,6073019205,1945689,0,33.2241243,-117.2353782,6072,1965,0.7512,8083,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62459,2787887.238,7622.840775
646,73,17041,6073017041,3108340,0,32.9657965,-117.0440195,5697,1881,1.2001,4747,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,141361,4427953.234,10282.44343
647,73,17810,6073017810,3429890,410586,33.1484786,-117.3205379,4983,2014,1.3243,3763,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,145188,5493422.64,11100.23638
648,73,20903,6073020903,1279031973,15089611,33.2564808,-116.6970824,3066,1194,493.8371,6,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,69831,1855795496,283582.6826
649,73,14300,6073014300,1154689,0,32.7375847,-117.0418317,4510,1301,0.4458,10117,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,87547,1636542.404,7168.525506
650,73,14500,6073014500,1172822,0,32.7495164,-117.0438659,4019,1416,0.4528,8876,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,81058,1662681.41,6618.127757
651,73,14804,6073014804,1273686,0,32.7864346,-117.0310998,4281,1998,0.4918,8705,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,82625,1807159.713,8204.813263
652,73,10800,6073010800,661224,0,32.6906311,-117.182643,2474,928,0.2553,9691,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,132000,936171.0434,3883.377223
653,73,8902,6073008902,2858771,216448,32.7638332,-117.1785432,3485,1999,1.1038,3157,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104558,4360966.246,12259.44823
654,73,7100,6073007100,2862876,0,32.717207,-117.2390181,4296,2091,1.1054,3886,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,148464,4055710.448,15808.98757
655,73,6802,6073006802,1026399,0,32.7501624,-117.2185931,6017,2741,0.3963,15183,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,89634,1455126.777,7515.395154
656,73,20023,6073020023,3396077,0,33.1460483,-117.1468092,4055,1288,1.3112,3093,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102574,4857508.092,11507.86266
657,37,533403,6037533403,470108,0,33.9879813,-118.1871944,2507,746,0.1815,13813,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,68697,685523.4985,4555.605401
658,23,11000,6023011000,7158328,0,40.5623863,-124.1339221,5155,1902,2.7638,1865,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62120,12416070.7,19061.65432
659,1,401000,6001401000,1149000,0,37.8312043,-122.2718866,6529,2522,0.4436,14718,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,131845,1844972.989,5727.222217
660,85,509303,6085509303,573576,0,37.4060297,-122.0922777,3604,1655,0.2215,16271,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,182344,910619.3423,4051.417309
661,73,18803,6073018803,47562480,1207760,33.2857623,-117.1904461,4697,1843,18.364,256,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101161,69976760.1,40243.97407
662,73,13701,6073013701,2280988,0,32.7561468,-116.9918436,2393,873,0.8807,2717,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,120464,3234174.919,9908.544098
663,73,20904,6073020904,149677167,41696,33.0526794,-116.6289158,2562,1274,57.7907,44,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,82990,213696937.1,102118.1672
664,73,16806,6073016806,1526319,0,32.82831,-116.92865,4172,1303,0.5893,7080,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,83060,2167626.329,8083.641139
665,73,19602,6073019602,4417738,0,33.195293,-117.2174758,5882,1647,1.7057,3448,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,110625,6325858.021,13483.55877
666,73,19203,6073019203,3806917,0,33.2377271,-117.2360535,2793,838,1.4699,1900,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,138000,5456446.523,10293.63959
667,73,21204,6073021204,46145532,859798,32.8079329,-116.7640796,5941,1912,17.8169,333,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,138061,66730226.87,62621.01073
668,73,3207,6073003207,5212827,381866,32.6716968,-117.0309545,5768,2276,2.0127,2866,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,109704,7917897.467,14579.3774
669,73,19107,6073019107,102040323,0,33.2114573,-116.9120513,3018,950,39.398,77,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,159375,146167316.5,56053.29934
670,73,8347,6073008347,2266987,0,32.9234425,-117.1578601,6704,2020,0.8753,7659,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,145714,3226347.937,11808.59481
671,73,5000,6073005000,1444167,980544,32.6925295,-117.1440193,1897,668,0.5576,3402,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,39050,3433091.191,9441.315971
672,73,14803,6073014803,1864206,0,32.7788896,-117.0229298,4464,2154,0.7198,6202,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,72500,2644568.408,7911.564856
673,73,3003,6073003003,3273236,0,32.7250633,-117.0575504,4926,1587,1.2638,3898,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84622,4637863.793,12306.76975
674,73,15802,6073015802,942697,0,32.7912947,-116.9599184,4276,1471,0.364,11747,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62292,1337680.847,4705.240059
675,73,13702,6073013702,2456814,0,32.740592,-116.9969526,5417,1608,0.9486,5711,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,92566,3482274.231,9830.114746
676,73,17106,6073017106,29902168,408077,33.0198629,-117.2118801,4331,1564,11.5453,375,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,242625,43232259.21,38056.92247
677,73,16902,6073016902,121406653,3229088,32.9312875,-116.8539095,2395,762,46.8754,51,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,116250,177390339.7,74451.43067
678,73,17010,6073017010,15261567,0,32.9600141,-116.9909736,3057,962,5.8925,519,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,201875,21737890.76,22621.59369
679,73,16811,6073016811,3288219,0,32.8465129,-116.8973197,4770,1680,1.2696,3757,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,120107,4671719.55,10675.32077
680,73,8313,6073008313,2375852,0,32.8551862,-117.2409435,2214,808,0.9173,2414,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,242083,3376127.258,11186.03481
681,73,18700,6073018700,548433004,10713937,33.3802371,-117.3901006,40481,6992,211.7512,191,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62998,803678572.8,136426.7385
682,73,19701,6073019701,3021731,0,33.186867,-117.2637885,7374,2623,1.1667,6320,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90234,4326054.919,8999.450598
683,73,20708,6073020708,4526558,9099,33.0903964,-117.0674367,3755,1297,1.7477,2149,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,162688,6478717.808,11600.773
684,73,20405,6073020405,5128186,0,33.0829737,-117.0871247,3422,1239,1.98,1728,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,154018,7324571.67,11840.80867
685,85,512029,6085512029,1903945,0,37.2476813,-121.8160666,7939,2531,0.7351,10800,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,183125,3010121.9,7808.798879
686,1,423601,6001423601,523435,0,37.8588898,-122.258719,2717,1145,0.2021,13444,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,162386,841115.6984,3784.435656
687,1,435102,6001435102,4213399,0,37.655216,-122.0457895,5595,1629,1.6268,3439,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129191,6733709.469,20521.74081
688,1,431200,6001431200,2025757,26007,37.6871184,-122.0834504,5572,2318,0.7821,7124,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104646,3281709.887,8688.927543
689,1,440332,6001440332,2297853,0,37.5828284,-122.0858891,3102,879,0.8872,3496,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,180234,3665270.172,11513.39513
690,1,404400,6001404400,4152683,0,37.8462275,-122.2149841,5657,2381,1.6034,3528,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,218272,6670737.391,14697.59589
691,1,404600,6001404600,4877912,0,37.8199301,-122.1912387,4767,1869,1.8834,2531,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,226838,7830189.708,14346.62048
692,1,406700,6001406700,1683727,0,37.8033164,-122.2022249,5718,2118,0.6501,8796,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,148007,2701564.813,8347.424109
693,1,436500,6001436500,1967552,0,37.6586485,-122.0689019,5010,1697,0.7597,6595,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86952,3144764.946,10158.60281
694,1,430800,6001430800,1801249,0,37.6992109,-122.0650346,5796,2081,0.6955,8334,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101784,2882083.985,7235.671366
695,73,6801,6073006801,672628,0,32.7547547,-117.2292638,3299,1569,0.2597,12703,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90531,953681.1519,4617.942
696,73,9802,6073009802,1986716,0,32.7968315,-117.0141373,7026,2426,0.7671,9159,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107429,2819492.823,7022.193704
697,73,18801,6073018801,12562232,36520,33.3417917,-117.234964,3454,1245,4.8503,712,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101625,18102342.35,29799.48634
698,73,13906,6073013906,1783933,0,32.726874,-117.0071411,5022,1686,0.6888,7291,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,70833,2527763.656,9010.21726
699,73,2301,6073002301,423325,0,32.7573492,-117.0947635,3190,1437,0.1634,19523,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76884,600242.9208,3719.255784
700,73,2302,6073002302,528824,0,32.7525425,-117.0963988,5882,2036,0.2042,28805,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,46806,749753.5113,3519.703343
701,73,2401,6073002401,654403,0,32.7470748,-117.1152037,4314,1642,0.2527,17072,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,75813,927681.2626,4041.063139
702,73,2402,6073002402,501905,0,32.746819,-117.1052234,4951,1739,0.1938,25547,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54944,711494.6628,3556.166463
703,73,2501,6073002501,1257295,0,32.7400397,-117.1096437,4878,1383,0.4854,10049,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,76208,1782057.86,6371.375455
704,85,512030,6085512030,1191726,0,37.2327046,-121.8241916,2917,878,0.4601,6340,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,188571,1883366.355,6794.764573
705,73,2705,6073002705,1227312,0,32.7338692,-117.0835759,4756,1514,0.4739,10036,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,75703,1739325.542,6366.468457
706,73,2707,6073002707,383554,0,32.7529867,-117.0895143,4980,1578,0.1481,33626,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,45529,543797.2279,3108.177921
707,73,2708,6073002708,639828,0,32.7531727,-117.0830585,4789,1850,0.247,19389,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,41119,907140.64,3933.008951
708,73,2709,6073002709,620822,0,32.7439931,-117.0896386,3800,1178,0.2397,15853,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,53520,880017.7725,4738.356305
709,1,401100,6001401100,873332,0,37.8304839,-122.2638399,5627,2739,0.3372,16687,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,95479,1402295.413,5351.9173
710,73,3114,6073003114,1135917,0,32.6998003,-117.045003,3482,894,0.4386,7939,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,110081,1608584.357,5574.882933
711,73,3115,6073003115,1532911,0,32.6955808,-117.0379718,5613,1655,0.5919,9483,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,85156,2170569.393,7655.072372
712,85,512034,6085512034,1043039,0,37.2293395,-121.7707429,2958,1004,0.4027,7345,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,163462,1648239.934,6409.815862
713,85,509304,6085509304,1559710,0,37.4174151,-122.0952078,2951,1121,0.6022,4900,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,181806,2476961.816,7091.292609
714,1,401200,6001401200,663620,0,37.8306009,-122.2579159,3068,1496,0.2562,11975,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,117593,1065573.759,5010.337553
715,1,401300,6001401300,861889,0,37.8181386,-122.2667055,4368,2396,0.3328,13125,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,105556,1383472.117,5223.407862
716,37,134305,6037134305,357578,0,34.217634,-118.6016952,3693,1197,0.1381,26741,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,55042,524244.7019,2986.877456
717,37,920020,6037920020,10836481,18673,34.4715219,-118.4990703,5993,1917,4.184,1432,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106648,16010121.26,23011.22344
718,37,910706,6037910706,20578717,137079,34.5534723,-117.9994644,6824,1706,7.9455,859,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106585,30613513.72,27209.71602
719,37,910601,6037910601,2654859,2250,34.5829354,-118.0773655,6495,1683,1.025,6337,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,80709,3929502.305,9983.152939
720,37,910804,6037910804,52260206,0,34.5174011,-118.1884839,3060,1066,20.1778,152,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,140726,77163643.97,45507.44638
721,37,575102,6037575102,405956,0,33.7844124,-118.1621912,4250,1319,0.1567,27122,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47875,589185.735,3395.998406
722,37,543201,6037543201,1006560,3873,33.8849107,-118.2347142,3525,844,0.3886,9071,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,94773,1469910.006,4910.925979
723,37,553602,6037553602,603493,0,33.9089742,-118.1644286,5026,1387,0.233,21571,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,75972,878418.8425,4064.065536
724,85,511702,6085511702,2629241,0,37.3534047,-122.0975415,3100,1027,1.0152,3054,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,4168414.503,10053.73689
725,85,511905,6085511905,1264613,0,37.2147222,-121.8583082,3052,1030,0.4883,6250,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,1997613.377,7028.591391
726,85,512505,6085512505,2656750,0,37.0245729,-121.5925004,7683,2267,1.0258,7490,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101809,4175803.334,9179.836997
727,41,112100,6041112100,2944260,0,37.9610214,-122.5206079,4452,1937,1.1368,3916,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104040,4744219.307,9543.554051
728,41,103100,6041103100,40933443,470057,38.133232,-122.6580087,7096,2619,15.8045,449,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,169127,66995405.54,39762.85555
729,41,104300,6041104300,10864708,2329631,38.0870092,-122.5144599,1681,731,4.1949,401,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,162371,21328577.9,26372.43057
730,41,107000,6041107000,20125721,0,38.0384996,-122.5839959,6334,2421,7.7706,815,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,200938,32497481.94,31869.91258
731,41,118100,6041118100,4012311,0,37.9638025,-122.5614951,2626,876,1.5492,1695,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,6465706.266,14321.76301
732,41,127000,6041127000,4482312,0,37.9104369,-122.5585065,4538,1789,1.7306,2622,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,211927,7212706.921,20576.51085
733,41,116000,6041116000,1411760,0,37.979641,-122.5758726,3079,1291,0.5451,5649,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,168935,2275972.04,8988.663691
734,41,124100,6041124100,5906174,3072805,37.9026341,-122.4888202,5137,2049,2.2804,2253,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,228359,14445820.22,22564.03342
735,41,132200,6041132200,300565612,56154575,38.0652782,-122.8839193,1673,1004,116.049,14,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,78860,576267785.1,175502.3364
736,41,104102,6041104102,2075039,43053,38.0879383,-122.5585807,5609,1977,0.8012,7001,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90956,3424759.107,10622.37446
737,41,104200,6041104200,17471799,0,38.0608177,-122.5689222,5595,2349,6.7459,829,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,107965,28229252.71,26416.59137
738,1,402900,6001402900,407131,0,37.8071852,-122.2667035,2111,1402,0.1572,13429,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,41094,653318.6403,3825.335959
739,37,620001,6037620001,1183498,0,33.92747,-118.4038251,4209,1689,0.457,9210,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,163510,1723382.964,5408.605151
740,37,535604,6037535604,442234,0,33.9506731,-118.2241036,4242,1081,0.1707,24851,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,71445,644321.8508,3582.326362
741,37,532900,6037532900,767184,0,33.9790503,-118.2520343,6247,1608,0.2962,21090,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,42704,1118499.832,4390.998741
742,37,400501,6037400501,11741511,10499,34.1610929,-117.8642089,1897,656,4.5334,418,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,122083,17206344.62,20010.10931
743,37,401303,6037401303,5799445,3931,34.0673148,-117.8138235,2242,810,2.2392,1001,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,136019,8479375.333,15860.70767
